SK_ID_CURR,TARGET
100001,0.023963950538731578
100005,0.10603901131439948
100013,0.02024473885773824
100028,0.047489202721387264
100038,0.30963452447798556
100042,0.026112871447775188
100057,0.017134709997771377
100065,0.027006638622032772
100066,0.013713926343264167
100067,0.11855305316477537
100074,0.06144476671432906
100090,0.04188126165071574
100091,0.1419992266370691
100092,0.11442441927315562
100106,0.07544354020968527
100107,0.0709316703827429
100109,0.047282613179500194
100117,0.03384924269146461
100128,0.059918037320986064
100141,0.07713972509313025
100150,0.02359554535849736
100168,0.011501007677042051
100169,0.035621183251176906
100170,0.076295534275941
100171,0.036890202442076046
100172,0.0906559706258906
100184,0.06164161907976181
100187,0.05266721365758625
100212,0.04485990631378428
100222,0.04090455881972494
100223,0.017182375783378348
100232,0.016615343039828395
100241,0.2368739615802403
100245,0.02622256013103591
100253,0.024361682554304633
100256,0.07480847872017933
100271,0.015255430140188134
100278,0.1622640310346868
100280,0.021274741280570674
100306,0.12042463372139484
100311,0.11627167188800101
100312,0.05066490942019023
100330,0.07459633703270113
100331,0.07754350826578696
100352,0.0766729191302509
100358,0.05286678462010051
100367,0.038204190636197566
100382,0.09534328488295331
100384,0.10778693421800968
100385,0.08166474917058747
100386,0.04291936084312834
100399,0.01658689112101991
100404,0.038675270681042255
100416,0.026375579113715727
100422,0.09765818335157465
100426,0.042748101902700585
100438,0.04087664770493042
100444,0.1435276639434912
100445,0.32326104679662276
100446,0.10110936851845628
100447,0.02208926026045024
100450,0.04255770475834921
100466,0.024715135472127676
100483,0.021837446311684678
100484,0.022543335240092624
100494,0.0630958472620606
100510,0.17132976835630834
100512,0.07067052087943539
100517,0.03444040638630839
100548,0.05734870552062273
100551,0.026874748952049925
100552,0.08388812211935699
100553,0.03568543668386759
100561,0.07263225921237687
100568,0.36579589882367564
100569,0.05627169837158554
100591,0.08403471412444918
100592,0.027830743418524713
100602,0.12824178780723272
100607,0.048482548840778884
100613,0.145790160659573
100617,0.0786198646574151
100618,0.04177825635028575
100622,0.06307377256992674
100625,0.26265736866496536
100677,0.08273155567289173
100699,0.0410590190910333
100702,0.23825564350964482
100711,0.04814319563522125
100729,0.10808186139216018
100740,0.3100107716087036
100744,0.35809504857621305
100745,0.05692931972730072
100747,0.07101467787660637
100751,0.3367503079751755
100752,0.11991726198581508
100753,0.1514596613491232
100754,0.19193166980062198
100760,0.05602182236278378
100762,0.05130981484721528
100763,0.07794664441463323
100765,0.03034407500806145
100770,0.10281472387513015
100772,0.01818053806033836
100777,0.02866314683110099
100791,0.026024516650090333
100792,0.01713155706411267
100797,0.021010646619510503
100823,0.024224174493831
100826,0.0381240091719376
100830,0.03095865631672337
100836,0.2507002769812948
100872,0.024177296277430246
100910,0.14046389820291527
100913,0.08082134869542089
100918,0.11434616703620427
100931,0.016309380575001885
100952,0.04070615699704158
100953,0.03385499759143244
100965,0.12305855567952073
100970,0.0409691240804459
100982,0.17925409559004374
100983,0.12434308527955194
100984,0.03291452439599231
100987,0.09753294592085712
100997,0.0545571608319908
100998,0.08378802475394012
101002,0.06132499090389927
101005,0.23327056972884694
101008,0.3569357076570401
101020,0.17384781790158796
101021,0.05655733454304219
101024,0.06461688705624044
101025,0.1536730756403714
101026,0.03275327385960168
101031,0.042426444694811445
101041,0.028358309112326605
101051,0.01329187613085723
101055,0.07592004259068097
101056,0.19707313920915828
101057,0.030338547197092804
101064,0.03215590348302541
101079,0.07014018741017336
101087,0.02723000044933617
101090,0.025877536833358063
101092,0.05151831377475209
101097,0.07644592066863863
101099,0.016449648625423093
101107,0.07967388578942572
101118,0.04684344744609549
101125,0.0677500184799839
101126,0.023227811082166837
101128,0.027070269898244372
101136,0.10025144526484346
101140,0.10577819699929782
101149,0.26570785284285414
101160,0.1388939991287714
101169,0.2449643998382474
101181,0.022870292539531423
101186,0.020063940302326787
101190,0.08494120437771079
101193,0.15193155963950353
101194,0.20781906090544033
101198,0.09922674274997623
101200,0.034328622293995914
101204,0.03191015389848823
101211,0.04503658944188205
101213,0.050157382209128576
101223,0.11559949136817947
101225,0.17765998306373443
101237,0.12282610728640314
101243,0.05957831662297367
101244,0.314399245711685
101258,0.027504147239019124
101259,0.11440337768145714
101268,0.10673283479709365
101269,0.02208827017156856
101271,0.08359994709647785
101279,0.12206994605144658
101281,0.22535299614624382
101287,0.09251472890337767
101292,0.09060073712063758
101294,0.03918927404864074
101296,0.048431318255058475
101297,0.030056028214557523
101299,0.027519370727547388
101301,0.04232479033208198
101305,0.06303807811107709
101308,0.04832410439060394
101318,0.017614594905507524
101327,0.16116264064037902
101329,0.03005142381674793
101332,0.10926270104003674
101337,0.055751150829244325
101343,0.03581670243813408
101345,0.04508199328790784
101346,0.033787920242756016
101353,0.023166646909674984
101354,0.13997555099888914
101355,0.1312909127053616
101356,0.027542461176114624
101362,0.06003734458373259
101363,0.2850885580206815
101365,0.060511473225890615
101366,0.14471804706619074
101367,0.19434696559591022
101368,0.012789699138274015
101374,0.09048724765770601
101380,0.0274055074616197
101383,0.03434411571630095
101398,0.06926497587575967
101399,0.2327426677938706
101401,0.2550104452880189
101412,0.05652623733056778
101426,0.04070333012106478
101427,0.24287849966921185
101428,0.10733991197141088
101429,0.32297939930890546
101434,0.038240730146439125
101440,0.08917491027296774
101448,0.1565320051017607
101449,0.04801975200424391
101465,0.12606050690814968
101467,0.02448763150743529
101472,0.07037159152974864
101478,0.09132271045747921
101497,0.03863018401128403
101504,0.05104491266578079
101547,0.06346800001419636
101548,0.09150582250599396
101555,0.03612210703010646
101570,0.034862856945833756
101572,0.16760980933749237
101578,0.03546640252800915
101580,0.09154882292786069
101588,0.11599531716319521
101602,0.02744142847177691
101610,0.13313165880708763
101614,0.09507090650390568
101616,0.04531522219869021
101643,0.07709050089221224
101644,0.033131251414605614
101649,0.12321425217976496
101650,0.18114109514478177
101665,0.01955087390046241
101667,0.06637474252001084
101669,0.032508606800702514
101674,0.05747555091882529
101675,0.061281014967388206
101678,0.0908229086412201
101682,0.036185914646151375
101686,0.05145135592209345
101697,0.24043181240054315
101700,0.36182015162573744
101711,0.09675090360213304
101714,0.027589475338636087
101715,0.17651329955608014
101728,0.03737935686182392
101732,0.05101627966236554
101757,0.07985168289777822
101758,0.0585983925494082
101759,0.07043102858212802
101762,0.021278041449388926
101764,0.061058833780265165
101780,0.3644045441805742
101784,0.01630053927481718
101789,0.01737307741435652
101816,0.16042938631610373
101819,0.03150382337487444
101827,0.01894458983689685
101863,0.09180211899082336
101867,0.13947051450765616
101870,0.023039722159923077
101873,0.0928409278845301
101878,0.05996944965368756
101879,0.025255028156084637
101880,0.02458715728729555
101887,0.036799534916592345
101897,0.022145562587030678
101901,0.08410666779968239
101903,0.2207423376223786
101920,0.026850395494326235
101921,0.05793803647871461
101922,0.05346329018915967
101961,0.20210182365073578
101962,0.028563737257223994
101971,0.13847674256584752
101976,0.39693104638456367
102002,0.09113048034062864
102005,0.0443986724929496
102007,0.19501452532274677
102017,0.03340557866788739
102019,0.10715568616023509
102029,0.01599903136588679
102051,0.1017020154994263
102052,0.014668330575911838
102054,0.01304758592394895
102062,0.11282714065536173
102067,0.13060224453323516
102068,0.057707247330100395
102070,0.04094288319478461
102090,0.0859288166800233
102092,0.06139823200354249
102099,0.08612315317812481
102100,0.029083110163337766
102112,0.10666424196706277
102113,0.035157908288505256
102122,0.0860247068682036
102123,0.04097437081409498
102125,0.04486376362429047
102126,0.1821361566154763
102146,0.09473879097361541
102147,0.06222715418751289
102151,0.05777613375616556
102158,0.08164508855411447
102159,0.027368106553109384
102162,0.046686199287235094
102165,0.04592951298771157
102166,0.03058458177203518
102174,0.02970295604084815
102193,0.14596665175282758
102198,0.03334052988923384
102205,0.0826728341125279
102206,0.06034143203565693
102218,0.041660851036381626
102221,0.02993942614592361
102230,0.05050022649354082
102238,0.06937048740043232
102248,0.030886352097675505
102252,0.16989148657423625
102259,0.1382125328439739
102262,0.14927692014055458
102273,0.06201120970517385
102286,0.08819853742187322
102293,0.01976371190795537
102294,0.1069866244209367
102296,0.1321573151685914
102298,0.07327786383907645
102303,0.049783392438262776
102309,0.040599168027993224
102315,0.027810387601137222
102340,0.03364615295962039
102342,0.060934035420939135
102344,0.11888220188376908
102346,0.054534385495642296
102347,0.01778096860664185
102374,0.0401533647007864
102380,0.04523001231303365
102387,0.0469717263213949
102393,0.1273508932404665
102403,0.02881270133075697
102413,0.04743083091845275
102414,0.011232087923856876
102415,0.04447048954215133
102416,0.14857438636545114
102439,0.04062320711667577
102441,0.09246318676874904
102443,0.01761478887731696
102444,0.0433350508073816
102445,0.11690985039343949
102448,0.03068462311733227
102449,0.05426810868417837
102450,0.21334386888485668
102456,0.06630325205879592
102458,0.03793981048787109
102459,0.037010246820932326
102465,0.019958599365461488
102470,0.21122012397273351
102471,0.1265223049864794
102475,0.04837547930774997
102476,0.07831846219156567
102506,0.05742025958940727
102509,0.02541992836396048
102519,0.03474704970028962
102522,0.03261297629846814
102545,0.04009174383659519
102549,0.03169698598529653
102562,0.015148150702231454
102563,0.01837147827516294
102568,0.09866879720522169
102582,0.13628116501126253
102592,0.038765654569539156
102597,0.13830459895357203
102605,0.037974748731939165
102614,0.030848288039092193
102617,0.04616005173427612
102634,0.08490301785076573
102652,0.021380326706880445
102655,0.013754787012273263
102671,0.202146983190776
102694,0.09756658524879179
102701,0.043811083709230716
102703,0.02370658517131859
102704,0.017561432757708512
102713,0.018571881743093342
102720,0.10192558689370991
102731,0.018312475043889578
102733,0.03640485136804246
102749,0.0426871208665623
102755,0.04113853910674222
102763,0.023555450141108512
102770,0.08679660404537752
102772,0.0607873590274323
102799,0.12910604747472396
102838,0.026691024471456392
102854,0.026483352587663194
102862,0.0834854873322003
102863,0.028362702039106093
102867,0.027433252974094456
102868,0.01773413825560536
102878,0.1366477203004584
102887,0.07340496586973162
102898,0.14610301362814004
102904,0.17337937553354923
102912,0.05140803849297757
102919,0.022754680616265652
102927,0.0707919356802633
102932,0.04888059867313801
102933,0.12311716860269317
102935,0.02930226531579294
102958,0.06040829658903269
102969,0.11750138419660267
102971,0.02312481543140299
102975,0.10759842813957934
102979,0.053396618814524746
102982,0.01828813700924198
102987,0.1594616516627224
102989,0.05603447043209531
102995,0.04885056089460245
102996,0.03234678846307428
103000,0.07205291484207643
103001,0.07145388029830933
103004,0.056760812935337294
103010,0.05270289772156656
103025,0.11832454137823521
103029,0.058292852059517376
103046,0.1362786358641203
103056,0.06843559967996994
103062,0.06113358280120017
103078,0.020884007543558198
103083,0.016123532068224714
103092,0.047694229193445375
103096,0.17936871294380932
103097,0.13889477962463653
103102,0.23659094011635953
103112,0.05506880362414212
103132,0.04514432146678362
103144,0.07295792694816038
103145,0.12600469682515084
103146,0.02605246795034327
103147,0.06254188543730994
103158,0.023955233664431374
103171,0.07730907660041486
103173,0.025092057360915347
103184,0.037584353084088876
103195,0.11974349341161125
103196,0.030969670684304906
103206,0.026453336822525743
103230,0.09307568696305912
103231,0.16392189375280242
103232,0.04181004769216424
103239,0.07034068952106114
103240,0.07023620329886454
103243,0.0373542795053133
103252,0.1424289848174875
103258,0.031259422730569524
103259,0.05923013978690865
103279,0.0573110279403661
103280,0.01036872653348653
103286,0.023648726307979113
103287,0.18612021616178512
103290,0.034330720867155336
103298,0.038290201262053666
103315,0.020761377754636483
103319,0.037179214867129204
103334,0.07936892342584025
103336,0.16408616347900584
103345,0.03152723783352252
103368,0.01604839822127202
103371,0.1330369108762217
103377,0.03260082375305701
103398,0.023553866525926767
103404,0.04151513991693629
103408,0.12202725287136434
103410,0.03667235011660179
103418,0.041134347608682044
103420,0.4640074028431917
103432,0.09190307429096421
103433,0.02468396180155644
103436,0.0207402220065708
103440,0.035226624455571
103453,0.04755151090938611
103459,0.058489704775143384
103460,0.033539587574075234
103461,0.0630425107408727
103462,0.04965826160752605
103473,0.1396471840769484
103474,0.01748651383091047
103475,0.1050948264531712
103478,0.1258685057488722
103480,0.0447005107243868
103484,0.07538834056647788
103494,0.0506578445442642
103513,0.19212222465520346
103515,0.06878519784731348
103516,0.21222988079704547
103525,0.09192478624275965
103541,0.28096195544533087
103544,0.02800093384482357
103562,0.2012909078547795
103570,0.44332068654941026
103572,0.27395378920917
103574,0.02870223193300333
103575,0.04720264395288768
103591,0.052351872923349724
103594,0.11140717763035118
103609,0.06634153260469187
103613,0.04797292200240502
103614,0.020126353891491013
103615,0.04633155010301991
103624,0.05074611911301693
103625,0.2265198410233189
103628,0.1440172203518119
103629,0.027711957029303538
103647,0.0540797229289413
103648,0.17702078181168118
103651,0.04531741925832288
103658,0.018391101539499306
103668,0.04518861174687585
103669,0.03217551526006101
103676,0.03747488594756336
103682,0.03911730917964234
103683,0.033941462113212965
103689,0.024237777211668126
103725,0.028469297199284503
103733,0.08904107211442094
103744,0.0202255762311125
103762,0.17926815839382834
103771,0.3852351753581299
103773,0.01049774566188488
103783,0.06602071151429151
103784,0.04398837550533474
103808,0.018256787891028886
103812,0.14676437418632354
103813,0.22957214474206727
103814,0.1834257479046175
103818,0.17580917850345687
103824,0.01818622444610356
103828,0.021245184847745756
103830,0.2273362485638488
103840,0.049192014899428975
103842,0.0928882765992224
103847,0.09357039627830986
103848,0.04093745631117036
103851,0.02541056597214707
103854,0.11596439189804027
103857,0.10272308677799602
